HRN	2.34	15.48	7.76	104.49	6.3	5.0	-4.7	5.6	5.8	-4.7
MEA	15.62	28.15	15.14	78.12	21.9	-10.8	-2.0	24.0	-4.7	-2.0
IQA	20.13	17.79	-29.04	100.90	-1.1	-2.8	0.2	-2.3	-2.0	0.2
YKC	15.30	20.58	17.68	80.53	7.9	-10.8	-16.2	10.8	-7.9	-16.2
FUR	0.89	46.80	2.72	132.85	9.1	-5.8	-1.4	9.4	-5.4	-1.4
NEW	15.44	35.35	15.11	73.58	18.3	-2.3	-2.1	18.2	2.6	-2.1
2015	03	16	00	08	00	60	10
OTT	19.27	35.02	-13.63	101.35	14.8	12.6	0.2	17.3	8.8	0.2
ABK	1.89	24.26	7.89	112.40	10.0	-1.4	3.3	10.1	0.0	3.3
FRD	19.06	41.95	-10.54	100.95	15.7	6.8	-2.6	16.7	3.8	-2.6
WNG	0.89	39.85	2.14	127.69	11.0	-3.9	-1.7	11.1	-3.5	-1.7
HRN	2.35	15.48	7.76	104.48	7.0	3.0	-3.3	6.5	3.9	-3.3
MEA	15.63	28.15	15.14	78.25	22.4	-11.9	-1.3	24.8	-5.6	-1.3
IQA	20.14	17.79	-29.04	101.00	-1.3	-4.9	0.1	-3.5	-3.7	0.1
YKC	15.32	20.58	17.68	80.63	17.3	-10.2	-9.0	19.6	-4.5	-9.0
FUR	0.91	46.80	2.72	132.81	9.9	-6.4	-1.5	10.2	-5.9	-1.5
NEW	15.45	35.35	15.11	73.74	19.2	-3.2	-2.0	19.4	1.9	-2.0
2015	03	16	00	09	00	60	10
OTT	19.29	35.02	-13.63	101.52	14.5	13.3	0.0	17.2	9.5	0.0
ABK	1.90	24.26	7.89	112.37	7.2	-1.2	3.1	7.3	-0.2	3.1
FRD	19.08	41.95	-10.54	101.14	15.5	7.1	-2.4	16.6	4.2	-2.4
WNG	0.91	39.85	2.14	127.66	11.5	-3.9	-1.6	11.6	-3.5	-1.6
HRN	2.37	15.48	7.76	104.46	6.8	1.1	-2.3	6.6	2.0	-2.3
MEA	15.65	28.15	15.14	78.39	21.1	-12.6	-1.1	23.7	-6.6	-1.1
IQA	20.16	17.79	-29.04	101.11	-0.8	-6.4	0.6	-3.8	-5.3	0.6
YKC	15.33	20.58	17.68	80.74	16.6	-12.3	-0.5	19.6	-6.6	-0.5
FUR	0.93	46.80	2.72	132.76	10.4	-6.6	-1.6	10.7	-6.1	-1.6
NEW	15.47	35.35	15.11	73.89	18.6	-3.2	-1.9	18.8	1.8	-1.9
2015	03	16	00	10	00	60	10
OTT	19.31	35.02	-13.63	101.69	14.0	13.3	-0.1	16.8	9.6	-0.1
ABK	1.92	24.26	7.89	112.34	7.3	-2.7	2.6	7.6	-1.6	2.6
FRD	19.10	41.95	-10.54	101.34	15.1	7.1	-2.1	16.1	4.2	-2.1
WNG	0.92	39.85	2.14	127.63	11.3	-3.7	-1.4	11.4	-3.3	-1.4
HRN	2.39	15.48	7.76	104.44	6.2	1.0	-2.8	6.0	1.8	-2.8
MEA	15.67	28.15	15.14	78.53	20.9	-12.6	-1.0	23.4	-6.7	-1.0
IQA	20.18	17.79	-29.04	101.21	0.7	-6.8	1.3	-2.7	-6.3	1.3
YKC	15.35	20.58	17.68	80.85	16.3	-14.2	0.8	19.9	-8.6	0.8
FUR	0.94	46.80	2.72	132.72	10.5	-6.6	-1.7	10.8	-6.1	-1.7
NEW	15.48	35.35	15.11	74.04	17.9	-3.0	-1.9	18.1	1.8	-1.9
2015	03	16	00	11	00	60	10
OTT	19.32	35.02	-13.63	101.87	13.8	12.9	-0.2	16.4	9.3	-0.2
ABK	1.94	24.26	7.89	112.30	8.1	-3.5	2.2	8.5	-2.4	2.2
FRD	19.11	41.95	-10.54	101.53	14.7	6.9	-1.9	15.7	4.1	-1.9
WNG	0.94	39.85	2.14	127.60	10.8	-3.6	-1.4	10.9	-3.2	-1.4
HRN	2.40	15.48	7.76	104.43	6.2	1.4	-2.4	5.9	2.2	-2.4
MEA	15.68	28.15	15.14	78.66	20.6	-12.5	-0.9	23.1	-6.7	-0.9
IQA	20.19	17.79	-29.04	101.32	2.8	-6.5	1.7	-0.7	-7.0	1.7
YKC	15.36	20.58	17.68	80.95	18.3	-13.7	-0.4	21.6	-7.5	-0.4
FUR	0.96	46.80	2.72	132.67	10.3	-6.6	-1.8	10.6	-6.1	-1.8
NEW	15.50	35.35	15.11	74.20	17.5	-2.7	-1.8	17.7	1.9	-1.8
2015	03	16	00	12	00	60	10
OTT	19.34	35.02	-13.63	102.04	13.4	12.3	-0.2	15.9	8.8	-0.2
ABK	1.95	24.26	7.89	112.27	8.3	-3.1	2.4	8.6	-2.0	2.4
FRD	19.13	41.95	-10.54	101.73	14.2	6.4	-1.7	15.2	3.7	-1.7
WNG	0.95	39.85	2.14	127.57	10.0	-3.2	-1.4	10.1	-2.8	-1.4
HRN	2.42	15.48	7.76	104.41	7.9	3.3	-1.3	7.4	4.4	-1.3
MEA	15.70	28.15	15.14	78.80	20.1	-12.6	-0.9	22.7	-6.9	-0.9
IQA	20.21	17.79	-29.04	101.42	5.4	-5.7	1.7	1.9	-7.6	1.7
YKC	15.38	20.58	17.68	81.06	18.1	-11.8	0.6	20.8	-5.7	0.6
FUR	0.98	46.80	2.72	132.62	9.9	-6.6	-1.8	10.2	-6.1	-1.8
NEW	15.52	35.35	15.11	74.35	17.3	-2.7	-1.7	17.4	1.9	-1.7
2015	03	16	00	13	00	60	10
OTT	19.36	35.02	-13.63	102.21	12.4	11.4	-0.3	14.7	8.1	-0.3
ABK	1.97	24.26	7.89	112.24	8.0	-2.2	2.6	8.2	-1.1	2.6
FRD	19.15	41.95	-10.54	101.92	13.5	6.0	-1.5	14.3	3.5	-1.5
WNG	0.97	39.85	2.14	127.54	9.2	-2.7	-1.5	9.2	-2.3	-1.5
HRN	2.44	15.48	7.76	104.39	9.6	5.3	0.1	8.8	6.6	0.1
MEA	15.71	28.15	15.14	78.93	18.7	-12.9	-1.4	21.4	-7.6	-1.4
IQA	20.23	17.79	-29.04	101.52	7.6	-4.3	1.2	4.5	-7.5	1.2
YKC	15.40	20.58	17.68	81.17	15.0	-11.7	0.7	17.8	-6.6	0.7
FUR	0.99	46.80	2.72	132.58	9.4	-6.2	-1.8	9.7	-5.8	-1.8
NEW	15.53	35.35	15.11	74.51	16.6	-2.4	-1.7	16.7	2.0	-1.7
2015	03	16	00	14	00	60	10
OTT	19.37	35.02	-13.63	102.39	11.4	10.2	-0.5	13.5	7.2	-0.5
ABK	1.98	24.26	7.89	112.20	8.4	-1.2	3.0	8.5	-0.0	3.0
FRD	19.16	41.95	-10.54	102.12	12.9	5.2	-1.3	13.6	2.8	-1.3
WNG	0.99	39.85	2.14	127.50	8.3	-1.9	-1.7	8.3	-1.6	-1.7
HRN	2.45	15.48	7.76	104.38	11.2	8.5	1.2	10.0	10.0	1.2
MEA	15.73	28.15	15.14	79.07	17.1	-13.1	-2.3	19.9	-8.2	-2.3
IQA	20.24	17.79	-29.04	101.63	9.3	-2.2	0.0	7.1	-6.5	0.0
YKC	15.41	20.58	17.68	81.27	11.6	-13.8	-2.8	15.3	-9.6	-2.8
FUR	1.01	46.80	2.72	132.53	8.8	-5.8	-1.8	9.1	-5.4	-1.8
NEW	15.55	35.35	15.11	74.66	16.3	-2.1	-1.7	16.2	2.3	-1.7
2015	03	16	00	15	00	60	10
OTT	19.39	35.02	-13.63	102.56	10.7	9.0	-0.7	12.5	6.2	-0.7
ABK	2.00	24.26	7.89	112.17	9.9	-0.4	3.5	9.8	1.0	3.5
FRD	19.18	41.95	-10.54	102.31	12.5	4.7	-1.1	13.2	2.3	-1.1
WNG	1.00	39.85	2.14	127.47	7.8	-1.5	-1.8	7.8	-1.2	-1.8
HRN	2.47	15.48	7.76	104.36	12.6	12.7	1.5	10.8	14.3	1.5
MEA	15.75	28.15	15.14	79.21	16.0	-12.7	-3.2	18.8	-8.1	-3.2
IQA	20.26	17.79	-29.04	101.73	11.3	1.3	-1.2	10.5	-4.4	-1.2
YKC	15.43	20.58	17.68	81.38	9.3	-13.4	-5.4	12.9	-9.9	-5.4
FUR	1.02	46.80	2.72	132.48	8.4	-5.4	-1.9	8.6	-5.0	-1.9
NEW	15.57	35.35	15.11	74.82	15.9	-1.5	-1.8	15.7	2.7	-1.8
2015	03	16	00	16	00	60	10
OTT	19.41	35.02	-13.63	102.73	11.0	8.5	-0.8	12.7	5.7	-0.8
ABK	2.02	24.26	7.89	112.13	11.8	0.1	4.1	11.7	1.7	4.1
FRD	19.19	41.95	-10.54	102.51	12.7	4.5	-1.3	13.4	2.1	-1.3
WNG	1.02	39.85	2.14	127.43	7.8	-1.4	-1.9	7.8	-1.1	-1.9
HRN	2.49	15.48	7.76	104.34	13.6	15.5	0.5	11.3	17.2	0.5
MEA	15.76	28.15	15.14	79.34	15.9	-11.8	-3.7	18.4	-7.2	-3.7
IQA	20.28	17.79	-29.04	101.84	13.5	4.9	-2.1	14.2	-2.3	-2.1
YKC	15.45	20.58	17.68	81.49	8.3	-9.6	-5.3	10.8	-6.6	-5.3
FUR	1.04	46.80	2.72	132.43	8.4	-5.2	-1.8	8.6	-4.8	-1.8
NEW	15.58	35.35	15.11	74.97	16.0	-1.0	-1.8	15.7	3.2	-1.8
2015	03	16	00	17	00	60	10
OTT	19.42	35.02	-13.63	102.90	11.0	8.6	-1.0	12.7	5.8	-1.0
ABK	2.03	24.26	7.89	112.10	13.3	-0.1	4.2	13.2	1.7	4.2
FRD	19.21	41.95	-10.54	102.70	12.8	4.5	-1.4	13.4	2.1	-1.4
WNG	1.04	39.85	2.14	127.40	8.1	-1.5	-2.0	8.2	-1.2	-2.0
HRN	2.50	15.48	7.76	104.32	13.7	17.6	-1.3	11.2	19.3	-1.3
MEA	15.78	28.15	15.14	79.48	14.9	-11.7	-4.4	17.4	-7.5	-4.4
IQA	20.29	17.79	-29.04	101.94	14.8	7.3	-2.5	16.5	-0.8	-2.5
YKC	15.46	20.58	17.68	81.60	5.9	-8.8	-3.9	8.3	-6.6	-3.9
FUR	1.06	46.80	2.72	132.37	8.5	-5.3	-1.7	8.8	-4.8	-1.7
NEW	15.60	35.35	15.11	75.13	15.5	-0.6	-1.8	15.1	3.5	-1.8
2015	03	16	00	18	00	60	10
OTT	19.44	35.02	-13.63	103.08	10.7	8.9	-1.1	12.5	6.1	-1.1
ABK	2.05	24.26	7.89	112.06	13.5	-0.3	4.2	13.4	1.6	4.2
FRD	19.23	41.95	-10.54	102.90	12.7	4.4	-1.4	13.3	2.0	-1.4
WNG	1.05	39.85	2.14	127.36	8.4	-1.4	-2.0	8.4	-1.1	-2.0
HRN	2.52	15.48	7.76	104.31	13.8	17.8	-3.3	11.2	19.5	-3.3
MEA	15.80	28.15	15.14	79.62	14.3	-12.2	-4.7	16.9	-8.0	-4.7
IQA	20.31	17.79	-29.04	102.04	15.8	8.6	-2.6	18.0	-0.2	-2.6
YKC	15.48	20.58	17.68	81.70	3.8	-11.8	-3.3	7.2	-10.1	-3.3
FUR	1.07	46.80	2.72	132.32	8.7	-5.4	-1.6	9.0	-5.0	-1.6
NEW	15.62	35.35	15.11	75.28	15.3	-0.5	-1.8	14.9	3.6	-1.8
2015	03	16	00	19	00	60	10
OTT	19.46	35.02	-13.63	103.25	10.6	8.7	-1.3	12.3	6.0	-1.3
ABK	2.07	24.26	7.89	112.03	13.3	0.0	4.2	13.1	1.9	4.2
FRD	19.24	41.95	-10.54	103.09	12.7	4.5	-1.4	13.4	2.1	-1.4
WNG	1.07	39.85	2.14	127.32	8.4	-1.6	-2.0	8.5	-1.2	-2.0
HRN	2.53	15.48	7.76	104.29	15.1	17.7	-4.9	12.5	19.6	-4.9
MEA	15.81	28.15	15.14	79.75	14.5	-11.4	-4.9	16.9	-7.2	-4.9
IQA	20.33	17.79	-29.04	102.15	16.8	9.6	-1.9	19.3	0.2	-1.9
YKC	15.50	20.58	17.68	81.81	5.5	-12.0	-5.0	8.9	-9.8	-5.0
FUR	1.09	46.80	2.72	132.27	8.8	-5.4	-1.6	9.0	-5.0	-1.6
NEW	15.63	35.35	15.11	75.44	15.0	0.3	-1.9	14.4	4.2	-1.9
2015	03	16	00	20	00	60	10
OTT	19.47	35.02	-13.63	103.42	11.0	9.2	-1.4	12.8	6.4	-1.4
ABK	2.08	24.26	7.89	111.99	13.2	-0.7	3.9	13.2	1.1	3.9
FRD	19.26	41.95	-10.54	103.29	12.9	4.9	-1.4	13.5	2.5	-1.4
WNG	1.09	39.85	2.14	127.29	8.6	-1.8	-2.0	8.7	-1.5	-2.0
HRN	2.55	15.48	7.76	104.27	14.1	16.3	-8.0	11.7	18.0	-8.0
MEA	15.83	28.15	15.14	79.89	14.6	-10.7	-4.5	16.9	-6.5	-4.5
IQA	20.34	17.79	-29.04	102.25	16.9	8.7	-0.8	19.0	-0.6	-0.8
YKC	15.51	20.58	17.68	81.92	8.7	-9.4	-4.0	11.1	-6.3	-4.0
FUR	1.11	46.80	2.72	132.21	8.9	-5.6	-1.6	9.2	-5.2	-1.6
NEW	15.65	35.35	15.11	75.60	14.9	0.4	-1.8	14.3	4.3	-1.8
2015	03	16	00	21	00	60	10
OTT	19.49	35.02	-13.63	103.59	10.8	9.4	-1.3	12.7	6.6	-1.3
ABK	2.10	24.26	7.89	111.95	12.2	-1.1	3.7	12.3	0.6	3.7
FRD	19.28	41.95	-10.54	103.48	12.7	4.8	-1.4	13.3	2.4	-1.4
WNG	1.10	39.85	2.14	127.25	8.7	-1.7	-1.9	8.8	-1.4	-1.9
HRN	2.57	15.48	7.76	104.25	11.5	13.2	-11.7	9.6	14.6	-11.7
MEA	15.85	28.15	15.14	80.03	14.6	-11.2	-4.2	17.0	-7.0	-4.2
IQA	20.36	17.79	-29.04	102.35	16.5	8.2	0.8	18.4	-0.8	0.8
YKC	15.53	20.58	17.68	82.03	9.1	-8.9	-0.7	11.4	-5.7	-0.7
FUR	1.12	46.80	2.72	132.16	9.0	-5.8	-1.6	9.2	-5.3	-1.6
NEW	15.67	35.35	15.11	75.75	14.7	0.4	-1.8	14.1	4.2	-1.8
2015	03	16	00	22	00	60	10
OTT	19.50	35.02	-13.63	103.76	10.3	8.8	-1.3	12.0	6.1	-1.3
ABK	2.12	24.26	7.89	111.91	11.1	-0.0	3.6	11.0	1.5	3.6
FRD	19.29	41.95	-10.54	103.67	12.4	4.5	-1.4	13.0	2.2	-1.4
WNG	1.12	39.85	2.14	127.21	8.2	-1.3	-1.9	8.3	-1.0	-1.9
HRN	2.58	15.48	7.76	104.23	8.2	9.5	-14.9	6.8	10.5	-14.9
MEA	15.86	28.15	15.14	80.17	14.0	-11.1	-4.2	16.5	-7.1	-4.2
IQA	20.38	17.79	-29.04	102.45	16.5	8.3	2.1	18.5	-0.7	2.1
YKC	15.55	20.58	17.68	82.14	6.0	-10.6	-1.4	9.0	-8.3	-1.4
FUR	1.14	46.80	2.72	132.10	8.8	-5.6	-1.7	9.1	-5.1	-1.7
NEW	15.68	35.35	15.11	75.91	14.5	0.5	-1.8	13.8	4.2	-1.8
2015	03	16	00	23	00	60	10
OTT	19.52	35.02	-13.63	103.94	10.0	8.2	-1.4	11.7	5.6	-1.4
ABK	2.13	24.26	7.89	111.88	10.5	0.0	3.3	10.4	1.5	3.3
FRD	19.31	41.95	-10.54	103.87	12.1	4.4	-1.3	12.7	2.1	-1.3
WNG	1.14	39.85	2.14	127.17	7.5	-1.1	-1.9	7.6	-0.8	-1.9
HRN	2.60	15.48	7.76	104.21	6.1	8.6	-16.0	4.9	9.4	-16.0
MEA	15.88	28.15	15.14	80.30	14.0	-10.7	-4.3	16.3	-6.7	-4.3
IQA	20.39	17.79	-29.04	102.56	15.5	7.4	2.0	17.2	-1.1	2.0
YKC	15.56	20.58	17.68	82.24	6.9	-9.6	-2.7	9.5	-7.1	-2.7
FUR	1.16	46.80	2.72	132.04	8.3	-5.4	-1.8	8.5	-5.0	-1.8
NEW	15.70	35.35	15.11	76.07	14.2	0.7	-1.8	13.5	4.4	-1.8
2015	03	16	00	24	00	60	10
OTT	19.54	35.02	-13.63	104.11	9.8	7.7	-1.5	11.3	5.2	-1.5
ABK	2.15	24.26	7.89	111.84	11.0	0.5	3.5	10.8	2.0	3.5
FRD	19.33	41.95	-10.54	104.06	11.9	4.0	-1.3	12.4	1.7	-1.3
WNG	1.15	39.85	2.14	127.13	7.4	-1.0	-2.0	7.5	-0.7	-2.0
HRN	2.62	15.48	7.76	104.19	4.6	8.7	-15.7	3.4	9.3	-15.7
MEA	15.90	28.15	15.14	80.44	12.7	-10.6	-4.8	15.0	-6.9	-4.8
IQA	20.41	17.79	-29.04	102.66	13.4	5.7	1.2	14.5	-1.5	1.2
YKC	15.58	20.58	17.68	82.35	5.4	-9.5	-3.4	8.1	-7.4	-3.4
FUR	1.17	46.80	2.72	131.99	8.0	-5.3	-1.7	8.3	-4.9	-1.7
NEW	15.72	35.35	15.11	76.22	13.8	1.2	-1.9	13.0	4.8	-1.9
2015	03	16	00	25	00	60	10
OTT	19.55	35.02	-13.63	104.28	10.1	7.8	-1.5	11.6	5.2	-1.5
